dataelement,period,orgunit,categoryoptioncombo,attributeoptioncombo,value
Hyvw9VnZ2ch,2022Q2,pthlRKVLgNp,Yy619I6uuTP,70212,4
Hyvw9VnZ2ch,2022Q2,n5SZuEC3O1j,Yy619I6uuTP,70212,8
Hyvw9VnZ2ch,2022Q2,qr4pPLTe6Ki,Yy619I6uuTP,70212,1
Hyvw9VnZ2ch,2022Q2,DsuExtGvONG,Yy619I6uuTP,70212,4
Hyvw9VnZ2ch,2022Q2,CpZyeEzz39h,Yy619I6uuTP,70212,7
Hyvw9VnZ2ch,2022Q2,MAtmMxsNpeZ,Yy619I6uuTP,70212,11
Hyvw9VnZ2ch,2022Q2,sAnH4cWV41G,Yy619I6uuTP,70212,36
Hyvw9VnZ2ch,2022Q2,gsIY3JD3iHh,Yy619I6uuTP,70212,2
Hyvw9VnZ2ch,2022Q2,t0V5NCdjdPi,Yy619I6uuTP,70212,12
Hyvw9VnZ2ch,2022Q2,dSuHNzaRaSf,Yy619I6uuTP,70212,8
Hyvw9VnZ2ch,2022Q2,dl9g8UYxk20,Yy619I6uuTP,70212,4
Hyvw9VnZ2ch,2022Q2,Z6ZZLw50mAM,Yy619I6uuTP,70212,8
Hyvw9VnZ2ch,2022Q2,Nv5WX50ktwr,Yy619I6uuTP,70212,4
Hyvw9VnZ2ch,2022Q2,qiBueINJbti,Yy619I6uuTP,70212,56
Hyvw9VnZ2ch,2022Q2,wgqFTVU7Iky,Yy619I6uuTP,70212,14
Hyvw9VnZ2ch,2022Q2,DVF2BNdSzV9,Yy619I6uuTP,70212,9
Hyvw9VnZ2ch,2022Q2,VSHfWQyhzUu,Yy619I6uuTP,70212,13
Hyvw9VnZ2ch,2022Q2,o3nzTkLC1Pl,Yy619I6uuTP,70212,31
Hyvw9VnZ2ch,2022Q2,KCPICjUZcE4,Yy619I6uuTP,70212,33
Hyvw9VnZ2ch,2022Q2,z8MwD6T43n2,Yy619I6uuTP,70212,5
Hyvw9VnZ2ch,2022Q2,VsFXXXagVmp,Yy619I6uuTP,70212,29
Hyvw9VnZ2ch,2022Q2,yVFdJkYsLK5,Yy619I6uuTP,70212,17
Hyvw9VnZ2ch,2022Q2,hWWRAoV26mI,Yy619I6uuTP,70212,12
Hyvw9VnZ2ch,2022Q2,yIcfnuZhejK,Yy619I6uuTP,70212,5
Hyvw9VnZ2ch,2022Q2,eSZjKIwHPYi,Yy619I6uuTP,70212,21
Hyvw9VnZ2ch,2022Q2,IRD5QXalHtJ,Yy619I6uuTP,70212,7
Hyvw9VnZ2ch,2022Q2,srTptJGYtcK,Yy619I6uuTP,70212,65
Hyvw9VnZ2ch,2022Q2,admxsO3fTtq,Yy619I6uuTP,70212,8
Hyvw9VnZ2ch,2022Q2,p9u7nMWHEgF,Yy619I6uuTP,70212,7
Hyvw9VnZ2ch,2022Q2,pEAFBcOJIVF,Yy619I6uuTP,70212,11
Hyvw9VnZ2ch,2022Q2,t3snPDHuVBW,Yy619I6uuTP,70212,6
Hyvw9VnZ2ch,2022Q2,lUDMkJxSxHL,Yy619I6uuTP,70212,9
Hyvw9VnZ2ch,2022Q2,oJNbeCd6bvb,Yy619I6uuTP,70212,34
Hyvw9VnZ2ch,2022Q2,Uih0KGtvZeo,Yy619I6uuTP,70212,15
Hyvw9VnZ2ch,2022Q2,aUMEQzUKI0K,Yy619I6uuTP,70212,15
Hyvw9VnZ2ch,2022Q2,dZrjKdqCi1w,Yy619I6uuTP,70212,8
Hyvw9VnZ2ch,2022Q2,FmAQ159jI3w,Yy619I6uuTP,70212,27
Hyvw9VnZ2ch,2022Q2,z8UkGdr2xNs,Yy619I6uuTP,70212,12
Hyvw9VnZ2ch,2022Q2,ZifoCg4OvIj,Yy619I6uuTP,70212,13
Hyvw9VnZ2ch,2022Q2,c6yCKEAemfr,Yy619I6uuTP,70212,3
Hyvw9VnZ2ch,2022Q2,jhngb8KdYU1,Yy619I6uuTP,70212,11
Hyvw9VnZ2ch,2022Q2,yYG52aLO1GK,Yy619I6uuTP,70212,10
Hyvw9VnZ2ch,2022Q2,t0KQQSZk9rF,Yy619I6uuTP,70212,8
Hyvw9VnZ2ch,2022Q2,ZrUjQFzR1gM,Yy619I6uuTP,70212,21
Hyvw9VnZ2ch,2022Q2,A0e3A15Lh1d,Yy619I6uuTP,70212,3
Hyvw9VnZ2ch,2022Q2,kKsL2QkNR4K,Yy619I6uuTP,70212,7
Hyvw9VnZ2ch,2022Q2,X6efCWparbb,Yy619I6uuTP,70212,3
Hyvw9VnZ2ch,2022Q2,NJKcpotvrAQ,Yy619I6uuTP,70212,8
Hyvw9VnZ2ch,2022Q2,gVZ58EQOH6K,Yy619I6uuTP,70212,21
Hyvw9VnZ2ch,2022Q2,RiIZqF2hfqY,Yy619I6uuTP,70212,13
Hyvw9VnZ2ch,2022Q2,KjMGcLd3XXd,Yy619I6uuTP,70212,67
Hyvw9VnZ2ch,2022Q2,DAcTRfO0CNG,Yy619I6uuTP,70212,2
Hyvw9VnZ2ch,2022Q2,XFEHZnnEGkT,Yy619I6uuTP,70212,21
Hyvw9VnZ2ch,2022Q2,vugElbQMtcL,Yy619I6uuTP,70212,39
Hyvw9VnZ2ch,2022Q2,tfEtbnUgkGv,Yy619I6uuTP,70212,7
Hyvw9VnZ2ch,2022Q2,PPb3XMcCAf3,Yy619I6uuTP,70212,5
Hyvw9VnZ2ch,2022Q2,ZWAdop7zYgJ,Yy619I6uuTP,70212,35
Hyvw9VnZ2ch,2022Q2,JnsP1SLvvsw,Yy619I6uuTP,70212,3
Hyvw9VnZ2ch,2022Q2,nYIBsKHueFr,Yy619I6uuTP,70212,6
Hyvw9VnZ2ch,2022Q2,TWJPFfCeHES,Yy619I6uuTP,70212,30
Hyvw9VnZ2ch,2022Q2,YBG39jGSV17,Yy619I6uuTP,70212,7
Hyvw9VnZ2ch,2022Q2,d3thFMLEOGr,Yy619I6uuTP,70212,16
Hyvw9VnZ2ch,2022Q2,bifefa8JnfN,Yy619I6uuTP,70212,25
Hyvw9VnZ2ch,2022Q2,awoAlwC06Go,Yy619I6uuTP,70212,61
Hyvw9VnZ2ch,2022Q2,e2cMNKCnHOw,Yy619I6uuTP,70212,9
Hyvw9VnZ2ch,2022Q2,xfxtwRZ7Ejp,Yy619I6uuTP,70212,14
Hyvw9VnZ2ch,2022Q2,i4KTQ0RGK3T,Yy619I6uuTP,70212,13
Hyvw9VnZ2ch,2022Q2,hFwwNnFm1B8,Yy619I6uuTP,70212,10
Hyvw9VnZ2ch,2022Q2,U6Mo4GsQKwT,Yy619I6uuTP,70212,69
Hyvw9VnZ2ch,2022Q2,webeuXrveDi,Yy619I6uuTP,70212,138
Hyvw9VnZ2ch,2022Q2,I2tQnsS7wn6,Yy619I6uuTP,70212,100
Hyvw9VnZ2ch,2022Q2,tNf8m963xKK,Yy619I6uuTP,70212,63
Hyvw9VnZ2ch,2022Q2,aoY0wrz6qBF,Yy619I6uuTP,70212,14
Hyvw9VnZ2ch,2022Q2,QxSfgx5QfT7,Yy619I6uuTP,70212,1
Hyvw9VnZ2ch,2022Q2,FdqK3U8rDRX,Yy619I6uuTP,70212,11
Hyvw9VnZ2ch,2022Q2,QTFJClMfP8c,Yy619I6uuTP,70212,4
Hyvw9VnZ2ch,2022Q2,V1MbBFGqwbB,Yy619I6uuTP,70212,6
Hyvw9VnZ2ch,2022Q2,KQYxmgQNUSD,Yy619I6uuTP,70212,7
Hyvw9VnZ2ch,2022Q2,ZKVzRmYkKzQ,Yy619I6uuTP,70212,147
Hyvw9VnZ2ch,2022Q2,lKLoN95Lufh,Yy619I6uuTP,70212,6
Hyvw9VnZ2ch,2022Q2,lYNYlzUvgos,Yy619I6uuTP,70212,17
Hyvw9VnZ2ch,2022Q2,vIB6Ofu2fJp,Yy619I6uuTP,70212,5
Hyvw9VnZ2ch,2022Q2,asg9aIblmr6,Yy619I6uuTP,70212,12
Hyvw9VnZ2ch,2022Q2,j7218NqxjYe,Yy619I6uuTP,70212,21
Hyvw9VnZ2ch,2022Q2,QvQ5bpVOJDj,Yy619I6uuTP,70212,24
Hyvw9VnZ2ch,2022Q2,nmdSUueCjti,Yy619I6uuTP,70212,64
Hyvw9VnZ2ch,2022Q2,elnT3rmS6qj,Yy619I6uuTP,70212,4
Hyvw9VnZ2ch,2022Q2,WQny6fFqvYX,Yy619I6uuTP,70212,2
Hyvw9VnZ2ch,2022Q2,kdUL3XxL1bF,Yy619I6uuTP,70212,22
Hyvw9VnZ2ch,2022Q2,JTNDUJAu3DA,Yy619I6uuTP,70212,22
Hyvw9VnZ2ch,2022Q2,MzafLLW5jpx,Yy619I6uuTP,70212,1
Hyvw9VnZ2ch,2022Q2,ME9FWjRMe4e,Yy619I6uuTP,70212,6
Hyvw9VnZ2ch,2022Q2,TJp862VOKlS,Yy619I6uuTP,70212,3
Hyvw9VnZ2ch,2022Q2,uUmAJIXkmsO,Yy619I6uuTP,70212,91
Hyvw9VnZ2ch,2022Q2,GTQqEhUUV1F,Yy619I6uuTP,70212,1
Hyvw9VnZ2ch,2022Q2,dSJcUkmJWvZ,Yy619I6uuTP,70212,1
Hyvw9VnZ2ch,2022Q2,I6v4GYaXpQC,Yy619I6uuTP,70212,2
Hyvw9VnZ2ch,2022Q2,hCuRPOStRLU,Yy619I6uuTP,70212,42
Hyvw9VnZ2ch,2022Q2,QtJyTjN5faU,Yy619I6uuTP,70212,10
Hyvw9VnZ2ch,2022Q2,UBe2SLdSmxV,Yy619I6uuTP,70212,87
Hyvw9VnZ2ch,2022Q2,KxEa3dXzAYv,Yy619I6uuTP,70212,33
Hyvw9VnZ2ch,2022Q2,QDkCAOGVng6,Yy619I6uuTP,70212,4
Hyvw9VnZ2ch,2022Q2,IJwB2CRmy7D,Yy619I6uuTP,70212,16
Hyvw9VnZ2ch,2022Q2,DfdvXXyNSoV,Yy619I6uuTP,70212,38
Hyvw9VnZ2ch,2022Q2,rlAmYWNUTnR,Yy619I6uuTP,70212,131
Hyvw9VnZ2ch,2022Q2,l7dBO27dhA6,Yy619I6uuTP,70212,134
Hyvw9VnZ2ch,2022Q2,xf9Q4yYDlq5,Yy619I6uuTP,70212,8
Hyvw9VnZ2ch,2022Q2,rnZaJL4iEBz,Yy619I6uuTP,70212,6
Hyvw9VnZ2ch,2022Q2,kny7mdXnSEx,Yy619I6uuTP,70212,2
Hyvw9VnZ2ch,2022Q2,RovRnV9RWFd,Yy619I6uuTP,70212,28
Hyvw9VnZ2ch,2022Q2,Kwts2m2rUUp,Yy619I6uuTP,70212,10
Hyvw9VnZ2ch,2022Q2,TM31sX4CThP,Yy619I6uuTP,70212,18
Hyvw9VnZ2ch,2022Q2,Ui58kwN6uQ0,Yy619I6uuTP,70212,1
Hyvw9VnZ2ch,2022Q2,SfB5NwJXaot,Yy619I6uuTP,70212,19
Hyvw9VnZ2ch,2022Q2,AEZgWxwdbd9,Yy619I6uuTP,70212,14
Hyvw9VnZ2ch,2022Q2,BRlA0HkkMGM,Yy619I6uuTP,70212,27
Hyvw9VnZ2ch,2022Q2,RxHTSbz8VN5,Yy619I6uuTP,70212,38
Hyvw9VnZ2ch,2022Q2,euFWewBZ5Xr,Yy619I6uuTP,70212,4
Hyvw9VnZ2ch,2022Q2,v4ZYs2QjOQO,Yy619I6uuTP,70212,3
Hyvw9VnZ2ch,2022Q2,wtV2TtEPCCZ,Yy619I6uuTP,70212,18
Hyvw9VnZ2ch,2022Q2,aoJNeHN9JFY,Yy619I6uuTP,70212,4
Hyvw9VnZ2ch,2022Q2,DhPZWGceA1Q,Yy619I6uuTP,70212,7
Hyvw9VnZ2ch,2022Q2,SufFhnSEIKA,Yy619I6uuTP,70212,4
Hyvw9VnZ2ch,2022Q2,GDCM1IWa7Zh,Yy619I6uuTP,70212,19
Hyvw9VnZ2ch,2022Q2,KujnNfVcY2N,Yy619I6uuTP,70212,15
Hyvw9VnZ2ch,2022Q2,dQk8ubXxXLX,Yy619I6uuTP,70212,8
Hyvw9VnZ2ch,2022Q2,d9VvJxm3TX0,Yy619I6uuTP,70212,16
Hyvw9VnZ2ch,2022Q2,EQs1z4T6WiJ,Yy619I6uuTP,70212,11
Hyvw9VnZ2ch,2022Q2,VqeMGiX9sMV,Yy619I6uuTP,70212,5
Hyvw9VnZ2ch,2022Q2,XvVmyn071HT,Yy619I6uuTP,70212,10
Hyvw9VnZ2ch,2022Q2,QCY2lUMpt7f,Yy619I6uuTP,70212,26
Hyvw9VnZ2ch,2022Q2,T6VbSgxjG4o,Yy619I6uuTP,70212,12
Hyvw9VnZ2ch,2022Q2,a1KCMV2VRpC,Yy619I6uuTP,70212,0
Hyvw9VnZ2ch,2022Q2,X7deWPhTiIy,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,U8feQBluEhj,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,ccixNtjWLkf,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,nvJQYEQIFFM,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,YIxt0WtezdT,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,f0WCSs2fwvv,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,XLt8l1uPicg,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,DW7NajJs9ry,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,e9NQxtBNruk,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,P91Rf8wCj7Z,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,DXrgpyCKD21,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,zFzYdXMnPoP,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,cGvhZR5kDxQ,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,dYIdx3HoWbL,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,F42k81lXXMO,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,dRcaKumSx2h,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,pthlRKVLgNp,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,n5SZuEC3O1j,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,qr4pPLTe6Ki,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,DsuExtGvONG,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,CpZyeEzz39h,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,MAtmMxsNpeZ,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,sAnH4cWV41G,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,gsIY3JD3iHh,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,t0V5NCdjdPi,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,dSuHNzaRaSf,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,dl9g8UYxk20,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,Z6ZZLw50mAM,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,Nv5WX50ktwr,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,qiBueINJbti,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,wgqFTVU7Iky,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,DVF2BNdSzV9,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,VSHfWQyhzUu,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,o3nzTkLC1Pl,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,KCPICjUZcE4,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,z8MwD6T43n2,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,VsFXXXagVmp,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,yVFdJkYsLK5,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,hWWRAoV26mI,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,yIcfnuZhejK,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,eSZjKIwHPYi,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,IRD5QXalHtJ,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,srTptJGYtcK,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,admxsO3fTtq,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,p9u7nMWHEgF,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,pEAFBcOJIVF,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,t3snPDHuVBW,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,lUDMkJxSxHL,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,oJNbeCd6bvb,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,Uih0KGtvZeo,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,aUMEQzUKI0K,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,dZrjKdqCi1w,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,FmAQ159jI3w,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,z8UkGdr2xNs,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,ZifoCg4OvIj,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,c6yCKEAemfr,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,jhngb8KdYU1,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,yYG52aLO1GK,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,t0KQQSZk9rF,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,ZrUjQFzR1gM,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,A0e3A15Lh1d,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,kKsL2QkNR4K,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,X6efCWparbb,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,NJKcpotvrAQ,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,gVZ58EQOH6K,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,RiIZqF2hfqY,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,KjMGcLd3XXd,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,DAcTRfO0CNG,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,XFEHZnnEGkT,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,vugElbQMtcL,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,tfEtbnUgkGv,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,PPb3XMcCAf3,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,ZWAdop7zYgJ,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,JnsP1SLvvsw,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,nYIBsKHueFr,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,TWJPFfCeHES,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,YBG39jGSV17,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,d3thFMLEOGr,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,bifefa8JnfN,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,awoAlwC06Go,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,e2cMNKCnHOw,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,xfxtwRZ7Ejp,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,i4KTQ0RGK3T,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,hFwwNnFm1B8,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,U6Mo4GsQKwT,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,webeuXrveDi,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,I2tQnsS7wn6,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,tNf8m963xKK,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,aoY0wrz6qBF,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,QxSfgx5QfT7,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,FdqK3U8rDRX,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,QTFJClMfP8c,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,V1MbBFGqwbB,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,KQYxmgQNUSD,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,ZKVzRmYkKzQ,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,lKLoN95Lufh,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,lYNYlzUvgos,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,vIB6Ofu2fJp,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,asg9aIblmr6,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,j7218NqxjYe,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,QvQ5bpVOJDj,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,nmdSUueCjti,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,elnT3rmS6qj,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,WQny6fFqvYX,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,kdUL3XxL1bF,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,JTNDUJAu3DA,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,MzafLLW5jpx,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,ME9FWjRMe4e,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,TJp862VOKlS,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,uUmAJIXkmsO,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,GTQqEhUUV1F,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,dSJcUkmJWvZ,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,I6v4GYaXpQC,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,hCuRPOStRLU,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,QtJyTjN5faU,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,UBe2SLdSmxV,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,KxEa3dXzAYv,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,QDkCAOGVng6,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,IJwB2CRmy7D,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,DfdvXXyNSoV,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,rlAmYWNUTnR,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,l7dBO27dhA6,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,xf9Q4yYDlq5,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,rnZaJL4iEBz,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,kny7mdXnSEx,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,RovRnV9RWFd,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,Kwts2m2rUUp,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,TM31sX4CThP,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,Ui58kwN6uQ0,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,SfB5NwJXaot,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,AEZgWxwdbd9,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,BRlA0HkkMGM,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,RxHTSbz8VN5,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,euFWewBZ5Xr,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,v4ZYs2QjOQO,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,wtV2TtEPCCZ,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,aoJNeHN9JFY,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,DhPZWGceA1Q,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,SufFhnSEIKA,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,GDCM1IWa7Zh,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,KujnNfVcY2N,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,dQk8ubXxXLX,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,d9VvJxm3TX0,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,EQs1z4T6WiJ,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,VqeMGiX9sMV,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,XvVmyn071HT,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,QCY2lUMpt7f,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,T6VbSgxjG4o,GILufDV2tEB,70212,1
Hyvw9VnZ2ch,2022Q2,a1KCMV2VRpC,GILufDV2tEB,70212,0
Hyvw9VnZ2ch,2022Q2,X7deWPhTiIy,undUoo1tECg,70212,0
Hyvw9VnZ2ch,2022Q2,U8feQBluEhj,undUoo1tECg,70212,0
Hyvw9VnZ2ch,2022Q2,ccixNtjWLkf,undUoo1tECg,70212,0
Hyvw9VnZ2ch,2022Q2,nvJQYEQIFFM,undUoo1tECg,70212,0
Hyvw9VnZ2ch,2022Q2,YIxt0WtezdT,undUoo1tECg,70212,0
Hyvw9VnZ2ch,2022Q2,f0WCSs2fwvv,undUoo1tECg,70212,0
Hyvw9VnZ2ch,2022Q2,XLt8l1uPicg,undUoo1tECg,70212,0
Hyvw9VnZ2ch,2022Q2,DW7NajJs9ry,undUoo1tECg,70212,0
Hyvw9VnZ2ch,2022Q2,e9NQxtBNruk,undUoo1tECg,70212,0
Hyvw9VnZ2ch,2022Q2,P91Rf8wCj7Z,undUoo1tECg,70212,0
Hyvw9VnZ2ch,2022Q2,DXrgpyCKD21,undUoo1tECg,70212,0
Hyvw9VnZ2ch,2022Q2,zFzYdXMnPoP,undUoo1tECg,70212,0
Hyvw9VnZ2ch,2022Q2,cGvhZR5kDxQ,undUoo1tECg,70212,0
Hyvw9VnZ2ch,2022Q2,dYIdx3HoWbL,undUoo1tECg,70212,0
Hyvw9VnZ2ch,2022Q2,F42k81lXXMO,undUoo1tECg,70212,0
